prior_knowledge_score,avg_quiz_score,cognitive_load_score,avg_time_per_question,error_rate,revision_frequency,help_requests_count,attention_span_score,mental_fatigue_score,time_variation,concept_mastery_rate,engagement_rate,avg_study_time_per_day,performance_score,ready_for_advanced,ready_for_advanced_svc,learning_path_type,recommended_difficulty
62,41,5,78,0.8178085343515159,9,5,7,5,27,15,98,3,56.285819860226745,0,1,1,1
12,17,3,38,0.7711929884602882,1,0,4,10,11,33,51,2,9.446932912812823,0,0,0,0
100,85,9,15,0.6081986358377286,3,16,7,5,36,33,60,5,68.44001253018502,1,1,1,1
68,34,9,104,0.845370865271263,14,2,6,7,3,64,68,0,82.58273836697575,1,1,2,2
27,37,5,41,0.412122204465047,9,0,4,7,39,39,83,0,53.168657194506814,0,0,1,1
98,11,7,112,0.3782131870271668,7,1,2,4,23,42,38,5,57.364706833892285,0,1,1,1
67,45,9,35,0.4362315438392014,10,15,4,7,30,88,24,5,79.76792810636265,1,1,2,2
89,70,5,83,0.37481358637254714,8,18,2,5,32,91,35,0,100.0,1,1,2,2
40,11,6,70,0.024102036969543383,0,14,5,2,16,20,65,3,14.028181900296918,0,0,0,0
93,58,9,52,0.35614129844580034,1,0,4,3,31,6,68,1,29.576783979561284,0,0,0,0
99,30,2,67,0.024090678780523622,7,3,4,10,7,78,11,2,91.18313990709751,1,1,2,2
62,16,1,16,0.6606882277342815,4,4,9,3,20,18,96,0,30.800030276783197,0,0,0,0
28,47,10,100,0.9423125700800683,2,19,10,6,5,78,28,5,26.071358053694123,0,0,0,0
12,81,2,67,0.2137387737077585,4,13,1,2,37,14,99,2,61.46003557622867,1,1,1,1
92,99,5,14,0.6011870246953454,13,9,7,2,29,37,89,1,100.0,1,1,2,2
13,58,7,69,0.47206875272805715,9,14,2,2,10,28,34,3,55.53325509004104,0,1,1,1
84,39,3,105,0.8803517027907051,8,12,3,7,7,2,99,0,55.69325471295916,0,1,1,1
3,71,5,106,0.18284368336564027,13,16,4,4,12,2,59,0,76.77713051079576,1,1,2,2
18,56,1,16,0.22401537086122136,7,0,9,10,37,91,35,0,74.61324771297996,1,1,2,1
5,24,7,95,0.0989154787475347,5,10,2,8,31,47,54,2,35.70850933864835,0,0,0,0
58,85,6,39,0.8286769967370922,14,12,2,6,10,9,88,3,90.25070874337766,1,1,2,2
45,18,9,61,0.8582203714766805,13,8,3,2,17,8,88,4,43.13769672748442,0,0,0,0
15,4,9,27,0.5361028348317707,4,9,9,6,2,38,99,3,0.0,0,0,0,0
46,39,10,83,0.18322012630571105,9,16,8,3,22,64,24,3,55.46102352022955,0,1,1,1
58,19,5,101,0.01766869791320813,9,10,3,1,33,39,75,3,64.51255051645076,1,1,1,1
44,17,9,41,0.6298686225616624,13,9,10,1,8,54,85,5,61.25227252974655,1,1,1,1
54,63,2,43,0.8851482384419146,12,14,2,9,33,57,64,3,92.77123466333994,1,1,2,2
31,87,8,115,0.03469515704620463,4,7,6,7,9,28,10,2,58.722362818528424,0,1,1,1
89,74,8,49,0.9594027805008044,1,6,7,3,7,12,30,1,46.32770448527492,0,0,1,0
59,78,9,10,0.5597126159295976,10,7,9,1,34,73,86,1,92.84861135163855,1,1,2,2
76,26,5,48,0.19493507270241373,9,13,9,8,1,86,96,3,82.93608797434042,1,1,2,2
35,36,9,23,0.40847966739600583,3,16,1,4,13,6,44,2,22.647068594198412,0,0,0,0
30,10,3,120,0.09203010772563369,0,19,5,9,40,45,73,1,12.345787642840438,0,0,0,0
29,19,6,56,0.34301448121120315,8,19,3,8,20,57,99,0,51.12215160674373,0,0,1,1
75,91,2,74,0.8586148375940282,10,2,10,8,29,56,4,0,100.0,1,1,2,2
95,29,2,110,0.6415199201620995,13,20,7,1,36,2,91,1,83.63368908547119,1,1,2,2
16,80,2,41,0.5393606110733083,13,9,10,4,1,80,3,2,97.13530973475089,1,1,2,2
76,83,4,95,0.6408209463069034,5,16,6,10,19,79,75,1,83.6067164321046,1,1,2,2
12,91,8,13,0.32867957223250166,0,3,9,3,3,26,43,4,44.29235979502906,0,0,0,0
100,68,2,30,0.3531371818618704,9,20,2,9,22,91,2,1,100.0,1,1,2,2
3,22,8,105,0.6721602339847623,2,18,2,9,10,24,38,5,0.0,0,0,0,0
69,61,2,25,0.6677818436677617,2,4,8,1,32,65,1,1,55.41213909808738,0,1,1,1
64,51,2,18,0.4459894757678242,7,5,1,1,35,35,33,4,68.17924962588891,1,1,1,1
18,37,7,93,0.6735368272152548,7,20,6,9,38,77,68,1,40.39328670559562,0,0,0,0
48,93,8,106,0.32211491288562555,14,1,8,8,8,59,38,0,100.0,1,1,2,2
10,58,8,15,0.2680280329379733,11,11,9,9,15,84,93,1,70.78310622430341,1,1,2,1
95,32,4,30,0.4677490711988803,1,19,5,1,20,15,15,3,40.374771187270774,0,0,0,0
55,69,6,106,0.5721201520047788,7,6,1,9,2,85,80,3,76.27666667771905,1,1,2,2
42,10,7,75,0.31018969709476696,11,14,9,5,6,50,38,4,48.71269793159688,0,0,1,0
20,34,8,85,0.012567267695876905,14,14,7,1,29,64,32,0,76.35994855779906,1,1,2,2
56,30,6,30,0.27726408675810066,6,16,3,3,10,26,89,2,49.54956292883099,0,0,1,0
79,32,9,10,0.20334783312080018,2,4,6,6,20,76,57,3,48.7238932252701,0,0,1,0
100,59,2,96,0.3672196003399293,14,1,7,7,24,7,39,1,100.0,1,1,2,2
70,70,2,11,0.4848740511760754,7,4,4,10,32,75,4,0,92.693152394108,1,1,2,2
93,18,3,86,0.5124246774892612,11,16,3,9,30,89,8,0,88.83294095671103,1,1,2,2
56,93,10,75,0.26881294867893224,12,7,10,4,18,65,2,4,100.0,1,1,2,2
40,66,8,116,0.6352118985924133,1,7,4,3,37,52,10,3,27.90902747532301,0,0,0,0
49,86,9,119,0.32747153260095374,7,5,3,6,19,69,76,4,87.93516097267333,1,1,2,2
68,73,5,51,0.9256384263285106,13,1,8,9,8,0,33,2,75.34167984147113,1,1,2,2
59,31,8,113,0.9734929399691741,1,10,6,5,24,60,9,2,21.25381173905998,0,0,0,0
15,5,2,11,0.21438514557950916,6,0,3,7,31,46,62,5,33.95938447813321,0,0,0,0
23,100,9,74,0.44520743454739387,4,8,7,7,26,32,48,4,55.85618749334906,0,1,1,1
76,72,3,20,0.9931727691569497,3,14,4,1,8,98,83,2,70.61095974530235,1,1,2,1
50,6,4,116,0.203567462951997,5,3,6,10,39,29,40,0,27.258435174237803,0,0,0,0
41,41,9,30,0.35367685963351425,14,20,3,3,25,88,63,4,84.29940109348863,1,1,2,2
89,56,8,36,0.4804299317812212,7,10,6,9,2,38,74,5,68.48422014394308,1,1,1,1
62,100,2,104,0.6974890524628379,3,7,6,7,30,45,19,4,75.65825585033855,1,1,2,2
22,31,7,120,0.5375434371075511,4,9,6,6,7,60,8,1,29.838446828916748,0,0,0,0
99,74,9,61,0.7874675593966884,6,8,9,1,12,47,79,0,75.16758598280033,1,1,2,2
13,34,3,107,0.8998057954831594,3,1,10,1,8,85,29,5,27.316883318685747,0,0,0,0
22,89,9,24,0.9640092933139175,3,12,10,2,30,100,88,5,58.16956280885608,0,1,1,1
72,64,9,19,0.2510298051314753,13,12,3,1,38,34,61,4,91.86968262423109,1,1,2,2
48,3,7,51,0.5383816239449629,11,18,3,3,6,31,19,2,53.08118129660226,0,0,1,1
35,69,10,67,0.13107652151420723,13,6,1,3,20,47,83,0,90.29288914502342,1,1,2,2
39,68,4,26,0.8948073969452963,14,0,2,10,6,9,89,4,86.78936528172795,1,1,2,2
9,81,2,102,0.21411065863311696,4,15,1,8,16,18,14,3,58.01027878157188,0,1,1,1
82,63,8,22,0.5122471184635591,3,13,10,3,10,71,88,2,71.00700752159904,1,1,2,1
32,52,6,84,0.3669360671833426,4,14,7,3,8,32,68,0,47.189918829868596,0,0,1,0
66,26,1,25,0.08054458842294099,10,0,1,7,13,5,44,3,65.71739161183487,1,1,1,1
26,46,10,18,0.48548753530662625,14,10,1,3,35,99,47,4,80.66289791684494,1,1,2,2
20,3,3,102,0.6664587049946624,2,6,5,4,11,77,44,2,14.165961144226685,0,0,0,0
69,54,9,41,0.8970582546116194,1,0,6,1,35,3,14,0,23.35626116798981,0,0,0,0
9,89,6,115,0.6281302225573192,2,12,3,2,7,36,47,0,44.689522484527295,0,0,0,0
27,69,10,113,0.8268138413081343,13,4,9,4,28,52,37,1,80.1406203431159,1,1,2,2
56,77,8,109,0.18301716431807014,14,17,4,5,28,34,79,0,100.0,1,1,2,2
60,5,6,99,0.3844552807070466,3,12,1,7,9,75,51,0,39.259688841740974,0,0,0,0
38,56,9,62,0.15924317419617617,11,20,6,3,27,22,20,0,73.22569763953123,1,1,2,1
68,37,6,120,0.1355873303073657,3,8,1,9,33,70,77,4,53.19409271099258,0,0,1,1
100,73,10,53,0.8418048441266331,0,2,2,8,30,39,58,2,45.62597973182431,0,0,1,0
14,49,2,57,0.514366482986389,6,16,2,6,14,11,83,0,45.92112129879401,0,0,1,0
65,31,10,93,0.6137609581390202,4,12,9,9,11,55,49,0,30.198886377983023,0,0,0,0
38,45,5,22,0.1472215372916582,8,19,1,7,31,63,8,5,62.94808236589468,1,1,1,1
29,97,3,38,0.6456707295617818,14,7,4,9,33,6,2,4,97.3016891122938,1,1,2,2
33,79,6,15,0.6979340454132403,13,18,9,1,17,71,97,0,99.5069629897466,1,1,2,2
31,41,4,50,0.051243176071052665,7,15,8,8,5,1,58,3,54.94562636896582,0,0,1,1
82,52,10,20,0.1039064497179677,5,11,8,2,36,29,40,2,55.74736748459293,0,1,1,1
93,90,9,66,0.3242840916830736,0,8,6,5,27,36,58,5,61.33130925824304,1,1,1,1
55,53,1,42,0.710177098390856,4,8,1,9,21,23,94,2,55.33549670443636,0,1,1,1
92,84,8,12,0.40253691896632604,6,1,6,5,15,43,68,5,83.34196346932987,1,1,2,2
70,91,8,93,0.8746627020156167,5,11,8,7,33,22,60,5,70.73045012609586,1,1,2,1
3,79,3,99,0.22960843633457872,1,19,4,10,18,58,4,3,40.79528563395962,0,0,0,0
43,65,2,40,0.2997375035211456,14,11,10,2,36,37,65,3,100.0,1,1,2,2
26,99,4,93,0.8653055645627709,5,20,4,7,4,32,38,5,68.34913273588259,1,1,1,1
50,26,1,62,0.5155144701554251,0,3,8,2,4,12,59,5,21.170508854880108,0,0,0,0
46,16,8,11,0.42027492223578944,1,7,1,4,36,67,29,4,15.274594495460715,0,0,0,0
45,30,1,107,0.2930772573089173,8,18,6,4,1,80,32,4,81.97466648139236,1,1,2,2
52,78,7,118,0.40198798203573183,4,4,4,2,9,94,78,5,73.90079926790958,1,1,2,1
65,48,1,92,0.5405730291096232,9,18,9,3,29,38,11,0,83.02739450543592,1,1,2,2
77,96,3,59,0.10554035496340375,7,12,5,4,35,100,69,3,100.0,1,1,2,2
70,7,9,25,0.6343533089635798,14,6,10,2,6,92,43,5,83.67213242131118,1,1,2,2
61,42,8,38,0.017292870285885997,2,17,10,9,1,32,50,4,50.62202099478288,0,0,1,1
89,55,4,18,0.7433055966031098,13,9,7,2,7,4,36,5,82.03994997358447,1,1,2,2
29,37,1,69,0.5607093061953847,7,10,1,10,21,20,34,3,57.31025549308134,0,1,1,1
12,86,2,41,0.49602751283989577,0,1,8,2,36,39,89,0,44.03164802538769,0,0,0,0
2,37,2,119,0.1025859157011807,5,19,10,10,29,25,3,4,44.86699341620049,0,0,0,0
32,85,8,90,0.061437571563509374,9,6,10,1,31,51,91,0,82.525610788303,1,1,2,2
77,79,2,45,0.7938554819899087,10,16,1,8,2,64,73,4,100.0,1,1,2,2
96,27,9,99,0.2858541223193727,7,2,5,9,27,13,50,0,50.786412345688774,0,0,1,1
8,14,3,51,0.32743950676625,13,20,10,4,4,68,19,5,67.01321221671787,1,1,1,1
17,34,7,112,0.3996912730540315,6,4,1,9,2,76,27,5,46.223415070750505,0,0,1,0
15,0,3,67,0.49249209332776667,8,2,7,6,37,63,93,2,34.53576428410656,0,0,0,0
52,29,8,106,0.49456799520772543,1,7,2,4,21,100,30,4,25.344723607748428,0,0,0,0
76,94,6,29,0.21252787372459536,4,6,3,9,40,70,37,3,88.27990940251533,1,1,2,2
31,84,8,100,0.72211122549537,10,18,5,3,6,41,12,1,74.03012311597914,1,1,2,1
55,3,7,16,0.22510516926016322,12,13,5,6,20,100,31,0,73.35030602332327,1,1,2,1
32,64,1,61,0.09917138431585037,3,12,1,9,12,55,95,5,53.85026158490196,0,0,1,1
77,19,2,45,0.3781128427579077,7,11,3,5,23,45,0,5,60.64262073983526,1,1,1,1
74,71,8,58,0.6784917171416824,0,0,9,2,38,85,62,1,53.369679542326175,0,0,1,1
80,58,7,23,0.8624948863301793,1,5,1,1,26,79,11,1,55.83720658994099,0,1,1,1
12,52,6,37,0.9219922954778575,14,5,7,8,26,75,30,5,79.04180545515068,1,1,2,2
49,83,6,44,0.16140602481177757,8,9,4,9,15,52,57,4,81.9864059174176,1,1,2,2
18,75,10,119,0.8695791461872732,11,19,4,7,28,21,4,5,64.27382243796224,1,1,1,1
79,11,7,14,0.5272266589034187,5,19,10,6,39,1,68,4,31.401258163193916,0,0,0,0
35,99,7,33,0.4977275376850847,11,8,9,3,13,96,46,4,100.0,1,1,2,2
40,48,2,117,0.9245404207590908,6,2,8,10,26,22,94,1,40.758040105094594,0,0,0,0
77,89,4,106,0.8492937105618021,4,1,1,6,34,64,93,5,72.8973205022745,1,1,2,1
31,84,8,91,0.7722680948193328,12,12,4,8,12,23,6,4,76.45424773198067,1,1,2,2
96,87,4,41,0.6813956386211033,0,13,1,7,36,85,0,5,73.67623674121222,1,1,2,1
46,35,7,12,0.4890736814253638,5,16,2,1,38,81,32,2,46.415334647053406,0,0,1,0
38,20,3,68,0.2608601603751699,5,13,2,3,36,3,87,1,35.435795782768366,0,0,0,0
61,87,2,116,0.07074531361683345,4,2,7,5,35,78,48,5,90.84871030489751,1,1,2,2
26,14,8,57,0.003920173178643904,3,18,4,9,9,65,39,5,28.5713114488198,0,0,0,0
98,43,2,89,0.26271281771426214,8,15,1,2,30,89,17,4,95.06885268092397,1,1,2,2
62,10,10,75,0.7677960641359871,14,19,7,5,7,6,54,1,57.051427184014436,0,1,1,1
47,81,4,33,0.623000205108259,1,1,4,3,40,22,43,5,41.71154184181418,0,0,0,0
78,32,4,67,0.4949724760662161,11,1,10,7,11,18,54,4,78.60352982671506,1,1,2,2
5,86,5,26,0.7238393024620782,3,19,10,9,25,97,88,0,64.27955614318037,1,1,1,1
66,87,3,84,0.9326557489802092,3,16,1,4,16,99,62,1,89.13773814907945,1,1,2,2
50,54,5,110,0.40796875314760095,9,5,6,3,21,5,6,5,64.27056903935434,1,1,1,1
17,68,3,102,0.9820945778012318,11,4,3,8,28,48,52,3,78.5570730859804,1,1,2,2
15,63,3,66,0.5622756131330557,6,6,10,5,22,17,4,1,54.072289632110646,0,0,1,1
46,45,7,103,0.291989510681088,4,4,9,5,34,91,25,3,57.74744456689994,0,1,1,1
62,21,7,75,0.8866119291796164,0,0,1,6,12,69,91,0,23.57278500098669,0,0,0,0
94,2,9,83,0.1912041101906803,13,18,7,9,39,6,97,0,69.328138690234,1,1,1,1
24,9,10,30,0.3317753291369009,0,7,3,9,12,52,3,4,9.914971615963502,0,0,0,0
22,72,5,69,0.6538282461201098,13,7,3,3,31,90,14,1,98.09041821766255,1,1,2,2
4,33,8,50,0.8079919562980394,5,7,5,7,9,91,2,2,27.81726585679461,0,0,0,0
60,66,4,82,0.6046702967937133,6,17,6,2,38,21,21,1,66.83888378903502,1,1,1,1
63,68,7,116,0.14736943600713737,10,17,1,10,24,0,75,1,73.38470722625536,1,1,2,1
72,31,3,118,0.945983671364709,0,8,5,3,31,97,99,0,40.74876305074068,0,0,0,0
81,38,4,75,0.355293460763521,8,17,3,9,38,64,20,1,70.98013916030993,1,1,2,1
30,25,2,24,0.4959766048049401,12,11,1,4,6,14,46,2,56.65506847331515,0,1,1,1
60,12,6,14,0.37719279817193396,14,1,7,6,20,49,3,5,78.20638259512097,1,1,2,2
83,25,4,66,0.008416430570504785,8,13,3,8,13,74,25,5,73.17700793823924,1,1,2,1
34,84,1,86,0.9647271691420787,4,1,3,9,32,36,16,1,52.2226860083544,0,0,1,1
97,20,5,20,0.18121255598518637,3,14,8,5,35,48,54,2,43.194420324057944,0,0,0,0
64,65,10,42,0.5938324127800925,9,16,4,2,16,59,64,2,75.06680012710008,1,1,2,2
83,81,8,11,0.01458919024529326,6,20,3,9,40,46,37,3,84.87468322304069,1,1,2,2
56,68,10,106,0.04538010540378057,2,7,4,3,5,11,62,2,46.533640484301394,0,0,1,0
18,0,4,118,0.24134605197858916,11,9,8,9,12,92,22,2,60.91418097405092,1,1,1,1
32,2,4,106,0.36942276079450076,9,12,2,7,16,38,82,0,42.076229116241144,0,0,0,0
38,30,4,27,0.26636205981198435,14,2,1,9,21,36,97,3,82.66993396256768,1,1,2,2
10,42,4,23,0.5793901703761544,1,2,6,8,19,48,56,1,20.80715447465053,0,0,0,0
95,58,3,15,0.48234752701575223,0,5,2,7,21,89,71,4,71.41335460935656,1,1,2,1
37,18,3,29,0.7276087941317543,0,5,9,1,25,81,84,5,11.425725668454746,0,0,0,0
16,23,9,37,0.5649906905002015,4,20,4,2,33,73,80,5,19.200513455596113,0,0,0,0
78,72,2,78,0.679291280821173,0,12,8,8,3,94,90,3,58.310367899197594,0,1,1,1
8,92,6,24,0.397846540309873,9,20,6,2,19,56,1,1,71.27802072996184,1,1,2,1
34,74,1,61,0.19341697234960076,9,1,6,10,19,62,4,2,95.3141559714638,1,1,2,2
26,27,8,85,0.7262826866959659,10,2,2,7,37,25,63,1,45.822130256655505,0,0,1,0
16,15,9,43,0.9987100646629979,2,14,9,8,11,8,69,3,0.0,0,0,0,0
97,75,7,118,0.8101880457562411,10,11,2,10,35,71,82,5,98.55243210985783,1,1,2,2
12,41,2,68,0.7504008536526501,13,3,2,7,10,16,64,3,67.87645838991676,1,1,1,1
13,42,5,116,0.7347968899425342,8,17,1,3,29,40,1,3,38.48583144457665,0,0,0,0
96,78,1,81,0.36933259086625625,9,11,4,10,26,10,23,0,100.0,1,1,2,2
95,61,10,72,0.1486624834728245,10,1,8,5,2,32,15,4,79.43914585339377,1,1,2,2
45,0,1,65,0.49288513257928956,4,6,9,3,32,93,1,4,34.16474758770685,0,0,0,0
13,57,3,68,0.4648929602275098,6,19,6,1,17,27,73,0,53.139465050024306,0,0,1,1
98,18,5,81,0.3228152531918791,1,8,5,9,9,79,93,1,46.76484996840844,0,0,1,0
91,19,2,95,0.9448149582285554,7,17,6,9,22,96,33,5,63.873091518228826,1,1,1,1
51,10,9,92,0.18780265973071708,5,19,1,7,17,39,36,2,26.13568663088082,0,0,0,0
31,14,7,94,0.9115756995492913,13,1,10,6,28,86,49,3,58.13107124033881,0,1,1,1
67,20,7,49,0.2342011410639656,5,15,7,5,23,15,73,5,33.43148162094353,0,0,0,0
51,28,2,35,0.24137505907273105,0,12,2,8,15,76,97,4,29.97012050041267,0,0,0,0
33,48,8,59,0.8853240865787341,6,5,7,1,11,48,19,3,42.952287339194775,0,0,0,0
90,21,7,32,0.03548530446655007,12,3,2,4,38,25,70,3,94.58289654005702,1,1,2,2
93,66,4,118,0.6180797246522494,2,17,9,7,9,94,44,2,76.6138125690039,1,1,2,2
8,94,10,103,0.45661604978494796,10,19,1,4,16,36,73,5,79.70602672110205,1,1,2,2
64,37,8,34,0.7822660388556254,8,7,3,7,23,9,98,3,50.569773814488705,0,0,1,1
96,68,7,100,0.4389912276947254,10,2,5,10,8,91,17,5,98.09223735638398,1,1,2,2
4,35,4,70,0.3678774402292685,5,8,10,5,30,6,72,3,29.270341835874273,0,0,0,0
28,91,6,62,0.020273558598713826,11,3,7,3,10,39,67,0,90.99625268758999,1,1,2,2
63,58,4,43,0.06885921275711537,0,1,1,5,34,43,100,2,44.36827743741141,0,0,0,0
52,71,10,23,0.19119051334837112,6,9,9,1,29,27,70,0,61.0609799428254,1,1,1,1
60,47,5,66,0.28609009950423037,14,13,6,5,22,53,46,1,87.85855263195984,1,1,2,2
78,27,3,106,0.5623671835433872,7,11,3,3,31,7,40,5,39.7103490407972,0,0,0,0
63,68,2,53,0.9599991752295174,11,2,10,7,37,38,61,2,82.29100308131666,1,1,2,2
86,96,4,31,0.6545937781818859,12,10,1,5,25,33,88,4,100.0,1,1,2,2
30,26,2,65,0.05027731005914593,2,2,1,7,33,7,10,1,32.336848930700235,0,0,0,0
19,91,1,68,0.571376002657291,14,18,8,6,1,74,85,5,100.0,1,1,2,2
60,34,4,98,0.3727823355027967,10,12,5,5,17,67,41,1,81.24856247387379,1,1,2,2
33,100,8,99,0.6939167707861278,11,8,7,4,6,27,33,2,91.11075077429035,1,1,2,2
6,100,5,106,0.8725926063833838,14,15,1,5,6,92,78,4,100.0,1,1,2,2
11,61,5,119,0.2793840702327317,14,13,9,3,34,15,25,4,83.9532371901188,1,1,2,2
98,63,1,96,0.2678852074682774,5,16,1,7,8,79,39,0,93.15387375560691,1,1,2,2
1,28,4,12,0.5158575583669035,8,11,4,6,37,76,81,2,56.51675861853476,0,1,1,1
97,98,1,33,0.8920275688792763,9,5,9,9,21,99,65,1,100.0,1,1,2,2
95,42,7,46,0.9329355495801087,1,3,3,7,32,7,66,5,24.253221383090704,0,0,0,0
88,70,5,53,0.9570634323041474,11,8,9,2,35,47,13,5,100.0,1,1,2,2
68,84,6,78,0.635407015433291,11,8,3,10,28,8,66,1,82.13768265994288,1,1,2,2
90,65,4,10,0.5005601305748391,5,17,7,8,5,5,34,0,66.05558381038028,1,1,1,1
93,60,4,44,0.4495656925763166,10,3,3,3,15,48,22,5,88.11628752887779,1,1,2,2
84,80,2,110,0.236777836589816,11,13,3,5,22,54,48,4,100.0,1,1,2,2
73,1,3,26,0.6441113382448672,2,15,8,8,28,82,72,2,32.6836773063109,0,0,0,0
84,17,7,81,0.03159303788818957,8,8,2,1,38,95,79,5,81.38984543432228,1,1,2,2
28,12,8,68,0.960887052986468,11,2,9,5,27,14,27,2,37.7746547675163,0,0,0,0
62,94,10,72,0.17471737264973886,10,13,9,9,17,74,14,5,100.0,1,1,2,2
17,32,4,77,0.7720919327182286,5,1,10,6,34,54,36,5,27.693368577076438,0,0,0,0
10,4,1,116,0.7305340666363871,2,16,1,10,14,33,55,4,7.519863593914635,0,0,0,0
46,42,3,91,0.09313386819224267,2,4,7,2,35,80,56,5,56.782216774440045,0,1,1,1
93,37,7,70,0.24948888869996066,12,14,6,2,36,36,36,3,85.38793206241776,1,1,2,2
36,92,3,110,0.5530907676322805,14,13,10,1,8,90,71,1,100.0,1,1,2,2
96,8,6,66,0.6201605540574763,8,3,7,6,13,54,45,5,55.41497016265195,0,1,1,1
45,26,4,95,0.6105590453882643,13,10,8,7,22,16,87,1,62.79230601928878,1,1,1,1
56,6,1,73,0.6310200244285371,14,7,3,4,11,0,4,2,73.42999505587566,1,1,2,1
2,0,4,117,0.26097702057038386,6,6,5,10,40,37,80,2,22.722579710424437,0,0,0,0
19,45,9,76,0.42697075412063756,5,0,5,3,35,72,48,5,46.11263394779371,0,0,1,0
24,83,6,87,0.4639237546526195,5,16,6,6,11,74,72,0,71.71576527708632,1,1,2,1
40,29,1,117,0.9324856779945819,8,19,10,3,21,92,25,3,53.12139150124048,0,0,1,1
57,70,10,64,0.20098345848161614,11,0,5,6,32,97,82,0,97.76626673418413,1,1,2,2
30,2,10,66,0.5301573834194591,12,11,2,1,14,77,69,0,46.083855253860236,0,0,1,0
29,88,10,32,0.8390024793913219,7,7,9,8,39,32,90,4,50.67178864341773,0,0,1,1
74,82,9,24,0.5877534314423573,14,3,8,9,16,20,73,4,100.0,1,1,2,2
42,76,6,118,0.31091631397084163,12,5,5,3,4,32,53,5,95.40258138818335,1,1,2,2
24,39,4,116,0.9740003566728522,6,9,3,3,26,69,49,5,50.27250593616566,0,0,1,1
70,45,9,91,0.8000079191174896,8,15,3,4,16,78,14,1,70.60069492897912,1,1,2,1
22,50,5,50,0.9882466079359197,10,18,7,8,39,88,39,0,66.59509398874216,1,1,1,1
16,61,4,82,0.9834231199270209,0,18,4,9,40,83,30,0,31.85513021867108,0,0,0,0
66,56,7,91,0.8811574931213932,12,12,1,8,10,49,80,2,81.07068095165315,1,1,2,2
32,82,1,106,0.1679282350245176,5,3,2,6,1,68,92,2,70.45369055319834,1,1,2,1
15,90,10,42,0.15980803070142746,13,11,4,2,29,12,47,2,82.91576005604216,1,1,2,2
9,87,8,57,0.20658947585868037,8,8,9,9,20,13,40,0,69.39335807353349,1,1,1,1
55,88,7,38,0.7785832899936381,4,3,7,4,15,37,17,0,58.03182862993141,0,1,1,1
32,26,9,59,0.05804433710523893,13,12,8,2,22,53,3,1,69.45602711851616,1,1,1,1
7,70,9,78,0.8656317120660697,5,5,8,10,15,87,3,3,48.17573464018047,0,0,1,0
20,73,1,81,0.7908912543669164,1,6,6,2,7,99,48,4,55.219095859036116,0,1,1,1
16,49,4,87,0.0614195562144042,7,7,7,8,15,6,29,5,45.29844750963388,0,0,1,0
51,93,1,69,0.39894697636634135,2,6,5,9,37,96,51,5,86.43497877781768,1,1,2,2
9,79,2,56,0.8908321052144106,5,12,4,4,10,58,35,0,53.82693184356229,0,0,1,1
43,21,6,100,0.45387012566065654,3,5,3,5,28,97,97,1,37.19514076830411,0,0,0,0
38,27,6,97,0.0038074738483088177,9,4,6,4,1,40,33,4,60.157599663048174,1,1,1,1
72,75,2,10,0.22116829049363895,1,5,5,7,19,100,72,0,83.96845237262681,1,1,2,2
32,56,3,42,0.21357793908580802,12,16,6,2,39,71,43,1,95.58922230862585,1,1,2,2
0,55,10,27,0.7933278873217678,10,8,10,1,30,59,56,1,59.14513295426435,0,1,1,1
58,71,6,57,0.7356493384579825,13,0,3,10,32,95,91,5,100.0,1,1,2,2
22,35,5,116,0.4067934277804661,3,11,1,10,9,8,79,4,27.259741163362428,0,0,0,0
43,50,5,112,0.45548203780119345,0,4,9,3,31,7,30,1,28.436537820333946,0,0,0,0
77,39,1,33,0.40475098577215063,11,5,2,5,20,71,27,3,98.60809763693723,1,1,2,2
98,35,5,81,0.7186143165216358,9,1,9,9,25,20,53,5,66.01837689469016,1,1,1,1
97,10,2,56,0.5487605066887815,12,9,4,3,14,80,56,5,81.78578150436445,1,1,2,2
63,55,7,64,0.6637339024463895,11,5,8,6,37,52,7,5,76.14010704532421,1,1,2,2
48,74,4,116,0.31004246388986456,9,20,7,3,4,29,63,4,83.31453926972117,1,1,2,2
13,54,7,101,0.7403899540721163,11,19,10,5,18,13,29,4,52.031077786629524,0,0,1,1
98,1,4,25,0.40865880786577724,5,6,7,4,17,39,21,0,45.207028498804874,0,0,1,0
10,21,3,15,0.5049249829689965,12,12,1,3,17,54,60,1,64.76357709844878,1,1,1,1
62,39,7,40,0.7649193373983956,7,7,10,5,10,61,28,5,55.29638925803535,0,1,1,1
90,98,7,106,0.5295338393652259,2,9,7,4,6,43,35,3,70.16186002518477,1,1,2,1
10,43,10,109,0.057427731863176956,0,9,4,4,27,68,68,0,21.97971307903606,0,0,0,0
99,80,3,85,0.7883854813555593,4,10,8,8,31,40,79,3,77.85984443349095,1,1,2,2
34,79,6,53,0.1900416060288912,10,18,9,2,17,4,11,3,78.64562935957645,1,1,2,2
91,4,10,80,0.3770235867082198,0,20,3,5,6,26,51,1,15.054258087354516,0,0,0,0
32,55,2,109,0.582145420493166,4,15,9,5,27,17,9,1,42.263866243145195,0,0,0,0
87,97,2,67,0.7817466518917924,5,19,4,3,33,25,28,3,92.41637625098852,1,1,2,2
31,7,4,23,0.18203239011754657,10,0,5,7,13,93,82,1,71.23687403189356,1,1,2,1
0,2,1,56,0.9009776141600677,14,11,4,7,39,81,36,4,55.58735108964959,0,1,1,1
